Marital_status,Application_mode,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations
1,39,133.1,100,0,1,0,0,0,25,5,5,11.2,5,5,5,12.6,0
1,1,142,128.8,1,0,1,0,0,18,7,6,14.233333333333334,7,7,6,14.233333333333334,0
1,1,156,140.8,0,0,1,0,0,18,8,7,15.7,8,8,7,15.7,0
1,1,151,138,1,0,1,0,0,18,7,6,15.2,7,7,6,15.2,0
1,17,135,132.9,1,0,0,0,0,29,6,6,16.333333333333332,6,8,5,15.6,0
1,43,140,140,0,0,1,0,0,20,17,14,12.5625,12,24,12,12.857142857142858,1
1,7,140,140,0,0,1,0,0,26,7,0,0,8,0,0,0,0
1,1,100,99.3,1,0,1,0,0,21,6,5,12.4,6,6,6,12,0
1,18,126,119.3,0,0,1,0,1,19,8,8,13.78125,8,9,8,13.78125,1
1,17,123,113.2,1,1,1,0,0,19,6,6,12.166666666666666,6,8,5,11.666666666666666,0
1,18,137,123,0,1,1,0,0,20,6,4,10.8,6,15,4,12,0
1,1,138,127.2,1,0,1,0,1,18,7,7,13.26,8,8,8,14.28625,0
1,1,128,141,1,0,0,0,0,20,6,4,12,6,15,3,10.666666666666666,0
1,1,136,121.7,0,0,1,0,1,20,6,6,11.875,6,7,6,14.428571428571429,0
1,1,140,142.5,1,0,1,0,0,18,6,6,13.333333333333334,6,9,5,13.2,0
1,44,150,150,1,0,1,0,0,22,6,6,14.428571428571429,6,9,5,13,0
1,17,131,134.5,1,0,1,0,1,19,6,6,15,6,8,6,14.333333333333334,0
1,1,136,129.5,1,0,1,0,0,18,7,7,15.155555555555557,8,8,8,16.8,0
1,1,117,113.2,1,1,1,0,0,20,6,6,10.666666666666666,6,7,6,11.857142857142858,0
1,17,158,140.2,1,0,1,0,0,18,6,5,11,6,9,4,11.25,0
1,17,129,119.2,1,0,1,0,0,21,6,0,0,6,0,0,0,0
1,1,140,140.7,0,0,1,0,0,19,6,6,12.285714285714286,6,7,6,12,0
1,1,141,142.3,1,0,1,0,0,18,8,8,12.82875,8,8,8,12.82875,0
1,1,132,129.9,1,0,1,0,0,18,6,6,12.666666666666666,6,8,5,14.4,0
1,17,109,104.1,1,1,0,0,1,21,6,2,13,6,8,0,0,0
1,1,135,122.4,0,1,1,0,0,19,5,5,10.875,5,8,4,12.4,0
1,1,122,120.6,1,0,1,0,1,19,5,5,12.8,5,8,5,11.6,0
1,17,118,112.4,1,0,1,0,0,19,6,5,11.285714285714286,6,7,0,0,0
1,1,174,157.9,0,0,1,0,0,18,0,0,0,0,0,0,0,0
1,43,142,125.9,0,0,1,0,1,19,6,0,0,6,11,1,10,0
1,17,131,118.4,1,0,1,0,1,20,7,6,13.766666666666666,8,9,8,13.744444444444444,0
1,1,139,130.8,1,0,0,0,0,18,8,6,12.758333333333333,8,9,6,12.758333333333333,1
1,1,170,176.7,1,0,1,0,1,19,0,0,0,0,0,0,0,0
1,1,182,156.8,1,0,1,0,0,18,6,6,12.666666666666666,6,8,6,13.25,0
1,1,142,128,0,0,1,0,1,19,6,6,12.25,6,8,6,12,0
1,1,119,113.8,1,0,1,0,0,20,5,3,11.333333333333334,5,8,5,12.2,0
1,17,128,120.8,1,0,1,0,1,19,7,7,13.507142857142856,8,12,8,13.05,0
1,1,150,130.8,1,0,1,0,0,18,8,7,13.614285714285714,8,8,7,13.614285714285714,0
1,39,133.1,101,0,1,1,0,0,25,6,0,0,6,6,0,0,0
1,17,131,126.1,1,0,0,0,0,18,6,4,11.5,6,6,6,12.166666666666666,0
1,1,118,113.8,1,0,1,0,0,19,6,6,12.333333333333334,6,7,6,12.5,0
1,17,122,118.3,1,0,1,0,1,19,7,7,11.971428571428572,8,8,8,14.4375,0
1,1,116,127.9,0,1,0,0,1,20,5,2,13,5,13,2,11.5,0
1,17,128,117.9,1,0,1,0,0,20,5,2,13.5,5,12,5,11.285714285714286,1
1,17,123,115.7,1,0,1,0,0,21,6,6,12.166666666666666,6,7,6,13.285714285714286,0
1,1,133.1,141,1,0,1,0,0,19,0,0,0,0,0,0,0,0
2,39,110,120,0,0,1,0,0,42,6,6,11.666666666666666,6,6,6,13.666666666666666,0
1,1,150,131.1,0,0,1,0,1,19,6,5,13.4,6,6,6,12.833333333333334,0
1,1,129,117.8,1,0,1,0,0,18,6,6,12,6,11,4,12.5,0
1,10,140,140,1,0,1,0,0,21,5,5,14.2,5,5,5,14.8,0
1,1,133.1,108,0,0,1,0,1,20,6,6,12.125,6,7,6,14.428571428571429,0
1,1,132,122.9,1,0,1,0,0,20,7,7,13.857142857142858,7,7,7,13.285714285714286,0
1,1,137,126,1,0,1,0,0,19,7,7,14.283333333333337,8,9,8,13.125555555555556,0
1,42,133.1,134,0,0,1,0,0,21,13,11,13.272727272727272,11,13,9,13,0
1,1,143,134.3,1,0,1,0,0,19,6,6,14.666666666666666,6,7,6,15.142857142857142,0
1,1,148,138.7,0,0,1,0,1,19,7,7,15.114999999999998,8,10,8,15.092,0
1,44,160,160,1,0,1,0,0,22,6,6,15,6,7,6,13.142857142857142,0
1,1,112,111,0,0,1,0,0,21,6,5,13.2,6,9,5,14.333333333333334,0
1,17,133,128.5,1,0,1,0,1,18,6,2,11,6,14,3,10.333333333333334,0
1,1,142,133,0,0,1,0,1,20,8,7,14.565714285714288,8,8,7,14.565714285714288,0
1,17,123,114.6,1,1,0,0,0,18,5,3,12,5,6,4,10.75,0
1,17,103,104.1,0,0,1,0,0,20,6,0,0,5,5,0,0,0
1,17,140,127.6,1,0,1,0,0,23,7,6,13.796666666666669,8,11,7,13.775,0
1,1,159,151,1,0,1,0,0,18,6,6,14.833333333333334,6,6,6,15.333333333333334,0
1,44,140,135.7,1,0,1,0,0,20,6,6,12.833333333333334,6,6,6,13.833333333333334,0
1,17,148,137.8,1,0,1,0,1,18,8,7,14.962857142857144,8,8,7,14.962857142857144,0
1,1,112,117.3,1,0,1,0,0,20,5,4,12,5,8,5,11.2,0
1,18,131,121.2,1,0,1,0,0,18,7,7,12.4,8,9,8,12.8,0
1,17,145,129.3,1,0,1,0,0,20,6,6,15.571428571428571,6,6,6,17.166666666666668,0
1,1,133.1,123,1,0,1,0,0,19,8,7,13.714285714285714,8,8,7,13.714285714285714,0
1,44,140,140,0,0,1,0,0,21,6,6,13.142857142857142,6,9,6,12.166666666666666,0
2,7,140,140,0,0,1,0,0,33,6,6,15,6,8,3,11,0
1,1,150,144.6,0,1,0,0,0,24,5,1,13,5,5,0,0,0
1,43,120,118.3,0,0,1,0,1,20,11,11,12,11,14,11,12.75,0
1,1,156,153.6,1,0,1,0,0,18,0,0,0,0,0,0,0,0
1,1,167,158.3,1,0,1,0,0,18,6,6,15.166666666666666,6,6,6,14.166666666666666,0
1,43,133.1,100,0,1,1,0,0,29,6,4,12,6,13,2,10.5,0
1,17,147,134.9,0,0,1,0,0,18,7,7,13.642857142857142,8,11,8,14.772727272727272,0
1,1,129,142,1,0,1,0,0,19,6,6,12.666666666666666,6,7,6,12.714285714285714,0
1,17,136,127.3,1,0,1,0,0,19,0,0,0,0,0,0,0,0
1,17,128,116.5,0,0,1,0,1,18,6,5,10.8,6,9,6,10.5,0
1,43,140,138.6,0,0,1,0,1,19,7,6,14.25,8,11,8,13.063636363636364,0
1,42,141,133,0,0,1,0,0,20,14,12,12.153846153846152,12,18,10,12.9,0
1,17,125,118,1,0,1,0,1,19,6,4,12.25,6,9,3,12.333333333333334,0
1,1,140,128.5,1,0,1,0,1,18,8,8,13.40375,8,8,8,13.40375,0
1,17,140,129.9,0,0,1,0,1,19,6,6,11.333333333333334,6,9,3,12.666666666666666,0
1,17,137,125.8,0,1,1,1,0,20,6,5,12.2,6,6,6,12.333333333333334,0
1,1,138,124.7,1,0,1,1,0,18,7,0,0,8,0,0,0,0
1,39,130,154.9,0,1,0,1,0,35,6,5,16.166666666666668,6,10,4,16,0
1,1,136,129,1,0,1,1,1,19,0,0,0,0,0,0,0,0
1,1,136,127.3,1,0,1,1,0,19,5,3,11,5,7,2,10,0
1,39,133.1,100.5,0,0,1,1,0,24,7,0,0,7,13,0,0,1
1,39,140,122,1,1,0,1,0,29,6,4,12.5,6,7,0,0,0
1,39,150,140,0,0,1,1,0,24,7,7,11.294444444444444,8,22,2,12.6,0
1,17,121,116.1,1,0,1,1,0,19,6,5,11.2,6,11,4,12.5,0
2,7,120,130,1,0,1,1,0,37,0,0,0,0,0,0,0,0
1,5,143,146.2,1,0,1,1,0,18,6,5,13.2,6,6,5,11.8,0
1,1,132,127.8,1,0,0,1,0,18,5,0,0,5,0,0,0,0
1,1,131,132.4,1,1,0,1,0,18,6,0,0,6,0,0,0,0
1,1,149,129.3,1,0,1,1,0,18,8,7,13.1,8,8,7,13.1,0
1,1,124,125.4,1,0,1,1,0,19,6,6,13.5,6,6,6,13.166666666666666,0
1,1,140,132,0,0,1,1,0,19,6,5,11.571428571428571,6,10,3,13,0
1,44,170,170,1,1,1,1,0,21,6,6,15.285714285714286,6,6,6,15.166666666666666,0
1,18,126,115.5,0,0,1,1,0,18,7,6,13.433333333333332,7,10,4,13.6,0
1,16,129,127.6,1,0,1,1,0,19,5,5,11.6,5,9,3,11,0
1,7,140,140,0,0,1,1,0,25,6,6,14.666666666666666,6,6,6,13.5,0
1,1,130,120.2,1,0,1,1,0,22,6,6,14.666666666666666,6,12,6,14.666666666666666,0
1,39,130,150,0,0,1,1,0,24,8,7,12.742857142857144,8,8,7,12.742857142857144,0
1,1,99,100,1,0,1,1,0,19,7,7,11.975,8,9,7,13.12857142857143,0
1,17,129,128,0,0,0,1,0,20,0,0,0,0,0,0,0,0
1,1,132,128,1,0,1,1,1,19,8,7,14.935714285714283,8,8,7,14.935714285714283,0
1,43,110,107.2,1,0,1,1,0,19,6,2,10.5,6,15,4,10,0
1,1,116,110.1,1,0,1,1,0,19,6,5,13.333333333333334,6,6,5,13,0
1,43,119,119,0,1,1,1,0,23,6,0,0,6,8,0,0,0
2,39,120,155.5,0,0,1,1,0,47,6,5,13.8,6,13,4,14,0
1,1,117,118.4,0,0,1,1,0,19,6,6,11.833333333333334,6,8,4,10.75,2
1,1,137,141.2,1,0,1,1,0,19,0,0,0,0,0,0,0,0
1,1,124,119.1,1,0,1,1,0,18,0,0,0,0,0,0,0,0
1,43,151,111,0,0,1,1,0,28,5,2,10,5,9,0,0,0
1,43,138.6,138.6,1,0,1,1,0,20,6,4,11.5,6,11,3,11.666666666666666,0
1,1,136,150.4,1,0,1,1,1,21,0,0,0,0,0,0,0,0
1,39,133.1,102.5,0,1,0,1,0,24,6,0,0,6,7,0,0,0
1,39,150,122.3,0,0,1,1,0,28,6,6,13,6,8,5,12.2,0
1,17,133,126.4,1,0,1,1,1,18,7,7,13.462857142857144,8,8,8,13.90625,0
1,39,133.1,100,0,0,1,1,0,48,6,3,10,6,15,1,10,0
1,17,129,117.1,1,0,1,1,0,21,6,6,12.333333333333334,6,7,6,13.666666666666666,0
1,44,130,129.4,1,1,0,1,0,23,5,0,0,5,7,0,0,0
1,1,141,138.9,1,0,1,1,0,18,5,5,13.6,5,6,4,13.25,1
1,44,140,138.6,0,0,1,1,0,22,6,6,12.333333333333334,6,6,2,14,0
1,16,122,133.9,1,0,1,1,0,25,13,10,11.454545454545457,11,13,7,12.25,0
1,7,140,140,0,1,1,1,0,27,13,8,13.5,11,12,5,14.4,0
1,39,133.1,95.1,0,0,0,1,0,49,5,0,0,5,6,0,0,0
1,39,120,128.2,0,0,0,1,0,31,5,2,11,5,0,0,0,0
1,39,133.1,121.5,0,0,1,1,0,54,6,6,13.714285714285714,6,13,5,14.333333333333334,0
1,7,120,120,1,1,0,1,0,25,21,21,12.363636363636363,16,21,12,12.25,1
1,7,120,120,0,0,1,1,0,28,6,2,12,6,10,3,12.666666666666666,0
2,39,133.1,107,0,0,1,1,0,41,7,7,12.857142857142858,6,6,6,13.166666666666666,0
1,43,123,114.4,0,0,1,1,0,22,5,0,0,5,8,2,11.5,0
1,1,178,157.7,0,0,1,1,0,34,6,2,13.5,6,6,0,0,0
1,39,130,150,0,1,0,1,0,28,11,11,15.090909090909092,10,11,10,15,0
1,7,140,140,0,0,1,1,0,50,6,2,13.5,6,9,1,13,0
1,1,108,109.1,1,0,1,1,0,19,5,0,0,5,5,0,0,0
1,43,120,120.6,0,0,1,1,0,18,7,4,12.65,7,10,3,10.666666666666666,0
2,39,100,161.9,0,0,1,1,0,59,5,0,0,5,7,0,0,0
2,7,140,140,1,0,0,1,0,33,5,0,0,5,5,0,0,0
1,17,133.1,178,1,0,1,1,1,23,6,6,13.333333333333334,6,7,5,12.8,0
2,39,133.1,138.3,0,0,1,1,0,44,5,3,11.333333333333334,5,8,5,11.142857142857142,0
2,1,140,128,1,0,1,1,0,37,6,0,0,6,0,0,0,0
2,39,100,139,0,0,1,1,0,36,0,0,0,0,0,0,0,0
1,1,123,113.2,0,0,0,1,0,22,5,3,11.666666666666666,5,8,2,10.5,2
2,39,133.1,139,0,0,1,1,0,49,6,6,12.166666666666666,6,8,6,14.428571428571429,0
1,51,135,110,1,0,1,1,0,23,6,6,13.333333333333334,6,6,4,12.75,0
2,43,120,161.1,0,0,1,1,0,47,6,6,12.142857142857142,6,6,0,0,0
1,43,130,130,0,0,1,1,0,28,18,17,13.058823529411764,12,15,12,12.307692307692308,0
1,1,133.1,121,0,1,0,1,0,21,6,5,11.833333333333334,6,8,5,10,0
1,43,120,118.6,0,0,1,1,0,21,11,10,12.4,10,13,10,11.8,0
2,42,133.1,115.8,0,0,0,1,0,49,5,0,0,5,9,0,0,0
1,39,120,160,0,0,1,1,0,40,5,5,11,5,5,5,13.4,0
1,17,125,114.5,0,0,1,1,1,22,6,6,13.625,6,8,6,14.428571428571429,0
1,39,133.1,121.7,0,0,1,1,0,31,5,0,0,5,7,0,0,0
1,42,120,115,0,0,1,1,0,30,6,2,15,6,7,2,13.5,0
1,1,127,125.3,0,0,1,1,0,19,6,5,10.8,6,11,5,11,0
1,18,131,131,0,0,1,1,0,22,5,3,13.666666666666666,5,10,3,11.333333333333334,0
1,1,127,126.3,0,0,1,1,0,19,6,6,12.833333333333334,6,8,6,13.333333333333334,0
1,17,132,127.1,0,0,0,1,0,21,0,0,0,0,0,0,0,0
1,17,137,138.4,0,0,1,1,0,19,6,6,15.125,6,7,6,13.428571428571429,0
1,43,126,100,1,0,1,1,0,22,5,0,0,5,7,1,10,1
1,1,136,126.2,0,0,1,1,0,22,6,5,11.4,6,8,5,11,0
1,1,124,118.8,0,0,1,1,0,19,6,4,12.25,6,9,6,11,0
1,39,137,124.5,0,0,0,1,0,26,6,0,0,6,0,0,0,0
1,17,133.1,95,0,0,1,1,0,20,5,0,0,5,5,0,0,0
1,7,140,140,1,0,0,1,0,18,5,2,13,5,5,0,0,0
4,43,133.1,125.4,0,0,1,1,0,39,2,0,0,4,4,0,0,0
1,1,141,128,0,0,1,1,0,18,8,0,0,8,8,0,0,3
1,17,130,129.3,0,0,1,1,1,18,5,5,13,5,5,5,14.2,0
1,1,160,152,0,0,1,1,1,19,6,6,13.857142857142858,6,6,6,14,0
1,1,140,128.8,0,0,1,1,0,18,7,6,13.391666666666666,8,8,8,12.4875,0
1,1,150,152.8,1,0,1,1,1,18,5,4,12.75,5,5,0,0,0
1,44,150,150,1,0,1,1,0,22,5,4,14.5,5,5,5,14.6,0
1,1,133.1,112,0,0,1,1,0,19,6,6,12.166666666666666,6,6,6,12.166666666666666,0
1,1,152,135.6,1,0,1,1,0,18,5,5,15.4,5,5,5,15.6,0
1,39,133.1,134.4,0,1,0,1,0,31,5,2,13.333333333333334,5,9,2,16,4
1,39,130,120.5,0,0,1,1,0,28,5,0,0,5,5,0,0,0
1,1,148,141.4,0,0,1,1,0,19,6,0,0,6,0,0,0,0
1,17,148,145.2,0,0,1,1,0,20,6,6,13.714285714285714,6,8,6,14.714285714285714,0
4,39,130,140,0,0,1,1,0,50,6,4,12.25,6,7,0,0,0
2,39,130,140,1,0,1,1,0,31,5,1,11,5,5,1,13,0
1,18,122,112.6,1,0,1,1,0,21,6,6,10.166666666666666,6,10,6,10.5,0
2,39,110,106.8,0,0,1,1,0,34,5,1,10,5,9,0,0,0
2,39,110,120,1,0,0,1,0,40,5,2,10.5,5,5,3,10.666666666666666,0
1,1,170,160.6,1,0,1,1,1,18,0,0,0,0,0,0,0,0
2,39,110,130,0,1,0,1,1,46,6,0,0,6,6,0,0,0
1,43,110,110,0,0,1,1,0,37,6,0,0,5,10,0,0,0
1,39,133.1,110,1,0,1,1,0,31,6,0,0,6,10,0,0,0
1,39,133.1,145.8,0,0,1,1,0,34,6,5,13.333333333333334,6,15,5,12.4,0
1,1,126,130.2,1,0,1,1,1,18,0,0,0,0,0,0,0,0
1,1,137,122.3,0,0,1,1,1,18,6,6,13.571428571428571,6,6,6,14.333333333333334,0
1,17,117,125.4,1,0,1,1,1,19,6,6,12.833333333333334,6,7,6,11.166666666666666,0
1,43,100,130,0,0,1,1,0,40,5,4,10.25,8,18,5,11.2,5
1,39,120,150,0,0,1,1,0,25,6,0,0,6,6,0,0,0
1,17,126,116.9,1,1,1,1,0,20,5,4,14.5,6,8,3,13.333333333333334,0
1,39,111,95.8,1,0,0,1,0,43,6,0,0,6,0,0,0,0
1,43,150,150,0,0,1,1,0,35,18,18,11.666666666666666,13,13,12,11.5,1
1,17,116,118.5,0,0,1,1,0,23,5,4,13,5,5,5,13,0
1,17,130,131.1,0,0,1,1,0,19,7,7,12.12142857142857,9,12,8,11.50625,0
1,53,150,150.3,1,0,1,1,1,21,11,9,14.22222222222222,9,15,7,13.75,0
1,18,108,105.6,1,0,1,1,0,20,5,5,12.166666666666666,5,7,5,15.285714285714286,0
1,39,133.1,125.3,0,0,1,1,1,30,6,0,0,6,0,0,0,0
4,39,120,131,1,0,1,1,0,44,6,6,12.666666666666666,6,6,6,11.5,0
1,18,146,127,0,0,1,1,0,19,8,7,13.614285714285714,8,8,7,13.614285714285714,0
1,44,150,150,1,0,1,1,0,22,18,12,12.857142857142858,12,15,10,14.3,0
1,1,160,149.2,0,0,1,1,0,18,5,4,14,5,5,5,14.2,0
1,17,125,121.5,1,0,1,1,1,21,6,4,14.75,6,6,5,11.8,0
1,1,125,137.3,0,0,1,1,0,18,6,0,0,6,0,0,0,0
1,17,122,119.6,1,0,1,1,0,18,6,6,13.625,6,7,6,14.285714285714286,0
1,1,138,141.5,0,0,1,1,0,19,0,0,0,0,0,0,0,0
1,44,150,150,1,0,1,1,0,21,6,4,11.8,6,11,4,11.875,0
1,39,140,110,0,0,1,1,0,31,6,6,15.125,6,10,6,14.6,0
1,17,113,110.2,1,0,1,1,0,21,6,4,11.5,6,10,2,10.5,0
1,42,133.1,120,0,0,1,1,0,27,4,0,0,5,10,0,0,0
1,1,118,114.2,1,0,1,1,0,20,5,3,10.333333333333334,5,6,5,12.8,0
1,18,125,121.5,1,0,1,1,0,19,6,6,13.833333333333334,6,6,6,14.5,0
1,17,131,128.2,1,0,1,1,0,18,6,6,14,6,8,6,13.666666666666666,0
1,39,133.1,120,1,0,1,1,0,29,5,1,18,5,10,3,13.333333333333334,2
1,1,139,136.9,1,0,1,1,1,19,0,0,0,0,0,0,0,0
1,1,95,95,0,0,0,1,0,21,6,4,13.25,6,6,5,11,0
1,39,150,148.8,0,0,1,1,1,25,5,4,14.25,5,7,4,14.75,0
1,39,120,110,0,0,0,1,0,32,5,0,0,5,5,0,0,0
1,43,136,133.9,0,0,0,1,0,26,12,8,11.25,8,8,3,11.333333333333334,0
1,1,133,125.7,1,0,1,1,1,18,6,6,13.5,6,8,6,12.5,0
1,17,125,116.6,0,0,1,1,1,19,6,5,12.666666666666666,6,10,6,12.857142857142858,0
1,1,127,141,1,0,1,1,1,19,6,6,15.166666666666666,6,6,6,12.333333333333334,0
1,7,130,130,0,0,1,1,0,27,6,6,13.166666666666666,5,7,5,15.142857142857142,0
1,44,140,140,1,0,1,1,0,21,6,6,14.5,6,8,6,11.333333333333334,0
1,1,135,137.5,1,1,0,1,0,19,0,0,0,0,0,0,0,0
1,17,132,120.8,1,0,1,1,1,18,5,4,10.8,5,10,2,12.5,0
1,39,110,136.5,0,0,1,1,0,28,5,0,0,5,5,0,0,0
2,39,130,122,0,1,0,1,0,25,10,6,11.428571428571429,7,15,4,12,1
1,43,130,130,0,0,1,1,0,25,14,8,12.5,13,23,10,11.6,0
1,1,133.1,98,0,0,1,1,0,26,6,0,0,6,12,0,0,0
1,17,135,121,1,0,1,1,1,18,5,5,12.75,5,7,5,11.5,0
1,39,140,130,0,0,1,1,0,25,6,0,0,6,10,0,0,0
1,17,131,132.8,1,0,1,1,0,19,6,6,14.428571428571429,6,7,6,14.571428571428571,0
1,17,131,126.3,0,0,1,1,0,19,7,7,12.492857142857144,8,10,8,11.7125,0
4,39,100,111.5,0,0,1,1,0,45,8,4,11.5,8,13,4,11,0
2,39,140,118.2,0,0,1,1,0,52,5,5,11.2,5,6,5,12.8,1
1,1,124,115.6,1,0,0,1,0,20,5,3,12,5,7,3,11,0
1,1,130,117.8,1,0,1,1,0,19,8,7,15.885714285714286,8,8,7,15.885714285714286,0
1,1,142,127,0,1,0,1,0,21,7,4,12.94,7,12,4,11.58,0
2,39,150,140,0,0,0,1,0,35,6,6,14,6,6,6,14.166666666666666,0
2,39,110,106,1,0,1,1,0,36,0,0,0,0,0,0,0,0
4,39,110,151,0,1,0,1,0,47,7,0,0,8,8,0,0,8
1,18,112,106.4,0,0,1,1,0,22,5,0,0,5,0,0,0,0
2,39,100,125.3,1,0,1,1,0,41,5,4,11.25,5,8,3,11,1
1,7,130,130,0,0,1,1,0,26,5,0,0,5,6,0,0,0
2,39,133.1,116,0,0,0,0,0,51,6,4,11.25,6,12,0,0,1
2,39,100,100,1,0,1,0,0,41,6,5,11.8,6,10,3,10.666666666666666,1
1,43,130,118.5,1,0,1,1,0,23,10,8,11.625,10,16,10,11.181818181818182,3
1,43,129,118.9,1,0,1,1,0,22,6,0,0,5,10,0,0,0
1,17,127,119.3,1,0,1,1,1,25,6,4,10.25,6,6,4,11.25,0
1,43,140,135.8,1,0,1,1,0,25,15,15,10.8,14,14,14,11.357142857142858,0
1,53,130,130,1,0,0,1,1,22,12,11,12.545454545454543,11,16,11,12.666666666666666,0
1,39,140,150,0,0,1,1,0,47,6,0,0,6,0,0,0,0
2,39,133.1,111.9,1,0,1,1,0,41,5,0,0,5,5,0,0,0
1,39,120,150.1,1,0,1,1,0,43,6,6,14.77777777777778,6,11,5,12.2,0
1,39,133.1,130,0,0,1,1,0,29,3,0,0,4,8,0,0,0
1,39,120,128,0,0,1,1,0,30,2,0,0,2,2,0,0,0
1,39,133.1,102.5,0,0,0,1,0,26,4,0,0,5,0,0,0,0
1,39,133.1,102.5,0,0,0,1,0,27,5,0,0,5,5,0,0,0
2,39,100,110,0,0,1,1,1,36,5,5,11.4,5,7,5,11.6,0
1,39,133.1,114,0,0,1,1,0,29,9,6,11.666666666666666,7,10,6,10.857142857142858,0
1,42,120,128.2,1,0,1,1,0,35,10,7,11.285714285714286,8,8,5,13,0
1,1,128,116.5,0,0,1,1,1,18,6,4,11.5,6,10,5,12.6,0
1,1,172,149.3,0,0,1,1,1,24,5,5,16,5,5,5,16,0
1,1,146,134.1,1,0,1,1,1,18,6,6,12.5,6,7,6,12.666666666666666,0
1,42,150,133.5,1,0,1,1,0,21,5,5,13,5,10,5,12.6,0
1,39,130,110,0,0,1,1,0,32,18,13,13.714285714285714,12,18,12,12.083333333333334,0
1,1,111,107.5,1,0,1,1,1,22,5,3,12.333333333333334,6,14,3,12.5,0
1,7,130,130,1,0,0,1,0,32,17,11,12.727272727272728,12,24,10,12.7,1
1,43,170,111.6,0,0,1,1,0,35,5,1,14,5,5,0,0,0
1,18,133.1,101,1,0,0,1,0,23,5,0,0,5,0,0,0,0
2,43,120,128.2,0,0,1,1,0,35,5,0,0,5,5,1,10,0
2,39,110,150,0,0,1,1,0,32,6,6,18.875,12,14,12,17.692307692307693,0
1,1,133.1,142.8,0,0,1,1,0,20,6,0,0,6,12,0,0,0
1,7,150,150,1,0,1,1,0,44,7,7,13.5,5,6,5,16.2,0
2,39,133.1,156.5,0,0,1,1,0,53,11,2,15,9,10,3,10,4
1,39,120,98.6,0,1,0,1,0,28,5,0,0,5,7,0,0,0
1,7,130,130,0,0,1,1,0,31,9,9,14.22222222222222,5,5,5,12.8,0
1,39,100,120,0,1,0,1,0,44,7,4,12,6,16,0,0,1
1,1,142,127.7,1,0,1,1,0,19,5,5,12.6,5,8,4,12,0
1,18,148,147.7,0,0,1,1,1,18,5,0,0,5,5,0,0,0
1,44,170,170,1,0,1,1,0,20,6,6,14.5,6,10,6,15.3,0
1,39,110,110.2,0,0,1,1,0,55,6,6,14.5,6,6,6,13.5,0
1,17,135,121,0,0,1,1,0,19,5,0,0,5,0,0,0,0
1,1,133,129.9,0,0,1,1,0,18,5,5,11.6,5,5,5,13.2,0
2,39,133.1,132,0,0,1,1,0,43,6,4,11.75,6,7,0,0,0
1,18,121,125.9,1,0,1,1,0,18,6,0,0,6,0,0,0,0
1,1,159,165.7,1,0,1,1,0,18,0,0,0,0,0,0,0,0
1,17,130,122.7,1,1,1,1,1,20,6,0,0,6,6,0,0,0
2,39,121,141.4,0,1,0,1,0,29,5,4,11.25,5,8,4,11.8,0
1,39,133.1,156.4,1,1,1,1,0,44,6,5,11.571428571428571,6,11,0,0,0
1,43,125,131.7,1,0,1,1,0,20,6,4,12.75,9,12,3,12.666666666666666,0
2,39,120,104.7,1,0,1,1,0,36,4,0,0,5,9,0,0,0
2,39,110,110,0,0,0,1,0,29,5,0,0,5,5,0,0,0
1,1,120,129.1,1,0,1,1,0,18,6,4,11.25,6,10,3,10.333333333333334,0
1,39,133.1,120,0,0,0,1,0,24,6,0,0,6,0,0,0,0
1,1,133.1,127,0,0,1,1,0,20,6,6,14.333333333333334,6,7,6,15,0
2,39,133.1,151.5,0,1,0,1,0,45,6,0,0,5,5,0,0,0
1,43,130,126.8,1,0,1,1,1,28,23,20,13.5,23,23,20,13.5,3
1,1,128,125.6,1,0,1,1,0,18,7,7,12.444285714285714,8,11,7,11.347142857142858,0
1,1,140,127.8,1,0,1,1,0,23,5,3,10.666666666666666,5,7,3,11.333333333333334,0
1,1,140,131.3,0,0,1,1,1,22,6,6,12.666666666666666,6,6,5,12.4,0
1,39,120,155.7,0,0,1,1,0,33,5,5,13.2,5,6,5,14.833333333333334,0
1,53,130,128.5,0,0,1,1,0,21,12,10,12.7,12,14,11,12.181818181818182,0
2,39,100,170,0,0,1,1,0,45,5,5,14.833333333333334,5,5,5,14.8,0
2,39,133.1,100,0,0,0,1,0,44,10,4,11.5,7,8,1,12,0
4,39,110,107.2,0,0,1,1,0,42,6,0,0,6,0,0,0,0
1,18,147,139.3,1,0,1,1,0,20,5,0,0,5,0,0,0,0
1,1,137,122.3,1,0,1,1,1,20,6,6,14.714285714285714,6,6,6,12.5,0
1,51,120,128.5,0,1,0,1,0,26,8,4,10.5,10,16,7,10.428571428571429,0
2,39,133.1,150,0,0,1,1,0,31,6,6,15,6,11,5,12.5,0
1,1,142,136.1,0,1,1,1,1,19,6,6,12.666666666666666,6,6,6,14,0
1,39,100,128,1,0,1,1,0,28,6,6,13.166666666666666,6,6,6,13.666666666666666,0
1,1,149,158.1,1,0,1,1,1,20,0,0,0,0,0,0,0,0
